country,country_code,full_name,geo,id,name,place_type
Deutschland,DE,"Dortmund, Deutschland","{'type': 'Feature', 'bbox': [7.302443, 51.415504, 7.638168, 51.599943], 'properties': {}}",b4fadeb3a3a29e2f,Dortmund,city
Deutschland,DE,"Elze, Deutschland","{'type': 'Feature', 'bbox': [9.628118, 52.066306, 9.762622, 52.169072], 'properties': {}}",019e09ceee0bb3b2,Elze,city
Deutschland,DE,"Schwanheide, Deutschland","{'type': 'Feature', 'bbox': [10.617708, 53.407739, 10.717848, 53.461086], 'properties': {}}",ceb5a131ed13b4ea,Schwanheide,city
Deutschland,DE,"Schkeuditz, Deutschland","{'type': 'Feature', 'bbox': [12.172433, 51.3332189, 12.361614, 51.462323], 'properties': {}}",ba187392f0750132,Schkeuditz,city
Deutschland,DE,"Nürnberg, Deutschland","{'type': 'Feature', 'bbox': [10.988242, 49.331892, 11.282478, 49.548082], 'properties': {}}",26066ea01f9fa118,Nürnberg,city
Deutschland,DE,"München, Deutschland","{'type': 'Feature', 'bbox': [11.360589, 48.061634, 11.722918, 48.248124], 'properties': {}}",37439688c6302728,München,city
Deutschland,DE,"Wustermark, Deutschland","{'type': 'Feature', 'bbox': [12.87141, 52.499882, 13.01888, 52.578572], 'properties': {}}",316cc077f6a46d1b,Wustermark,city
Deutschland,DE,"Brandenburg, Deutschland","{'type': 'Feature', 'bbox': [11.2687214, 51.359063, 14.7654784, 53.559955], 'properties': {}}",fe79f197b61faa3a,Brandenburg,admin
Deutschland,DE,"Hamburg, Deutschland","{'type': 'Feature', 'bbox': [8.4201604, 53.395118, 10.325199, 53.9646546], 'properties': {}}",5bcd72da50f0ee77,Hamburg,city
Deutschland,DE,"Gütersloh, Deutschland","{'type': 'Feature', 'bbox': [8.2856201, 51.856004, 8.5069335, 51.977112], 'properties': {}}",1d5d57f325d05975,Gütersloh,city
Deutschland,DE,"Sarstedt, Deutschland","{'type': 'Feature', 'bbox': [9.768918, 52.196312, 9.935168, 52.270245], 'properties': {}}",3109f812abfdc5d9,Sarstedt,city
Deutschland,DE,"Göttingen, Deutschland","{'type': 'Feature', 'bbox': [9.80043, 51.483171, 10.053668, 51.590803], 'properties': {}}",fcbb3c6e0a7eba22,Göttingen,city
Deutschland,DE,"Berlin, Deutschland","{'type': 'Feature', 'bbox': [13.088304, 52.338079, 13.760909, 52.675323], 'properties': {}}",3078869807f9dd36,Berlin,city
Deutschland,DE,"Braunschweig, Deutschland","{'type': 'Feature', 'bbox': [10.412259, 52.186797, 10.644908, 52.357387], 'properties': {}}",c6808855d738478c,Braunschweig,city
Deutschland,DE,"Wolfsburg, Deutschland","{'type': 'Feature', 'bbox': [10.647127, 52.316098, 10.906867, 52.49509], 'properties': {}}",e117fce907c54997,Wolfsburg,city
Deutschland,DE,"München, Deutschland","{'type': 'Feature', 'bbox': [11.360589, 48.061634, 11.722918, 48.248124], 'properties': {}}",37439688c6302728,München,city
Österreich,AT,"Wien, Österreich","{'type': 'Feature', 'bbox': [16.18218, 48.117666, 16.577511, 48.322574], 'properties': {}}",9f659d51e5c5deae,Wien,city
Deutschland,DE,"Oberhaid, Deutschland","{'type': 'Feature', 'bbox': [7.703524, 50.495502, 7.740727, 50.515329], 'properties': {}}",5946dde8dc740971,Oberhaid,city
Deutschland,DE,"Bad Honnef, Deutschland","{'type': 'Feature', 'bbox': [7.199566, 50.623447, 7.363988, 50.687333], 'properties': {}}",e2b34a4572cf5866,Bad Honnef,city
Belgien,BE,"Elsene, België","{'type': 'Feature', 'bbox': [4.347341, 50.8007214, 4.4033873, 50.8406204], 'properties': {}}",3060d31f8bf75f53,Elsene,city
Belgien,BE,European Parliament - Altiero Spinelli Building,"{'type': 'Feature', 'bbox': [4.374613946040217, 50.839163422607136, 4.374613946040217, 50.839163422607136], 'properties': {}}",07d9ddeb0fc84002,European Parliament - Altiero Spinelli Building,poi
Belgien,BE,"Brüssel, Belgien","{'type': 'Feature', 'bbox': [4.3139889, 50.7963282, 4.4369472, 50.9137064], 'properties': {}}",0653bb913c88c1ea,Brüssel,city
Deutschland,DE,"Köln, Deutschland","{'type': 'Feature', 'bbox': [6.772567, 50.830287, 7.162373, 51.0849471], 'properties': {}}",8abc99434d4f5d28,Köln,city
,,Brandenburger Tor,"{'type': 'Feature', 'bbox': [13.3776877769238, 52.5162864023446, 13.3776877769238, 52.5162864023446], 'properties': {}}",0952a8c535170000,Brandenburger Tor,poi
Deutschland,DE,"Saarbrücken, Deutschland","{'type': 'Feature', 'bbox': [6.8274592, 49.165076, 7.138098, 49.322051], 'properties': {}}",0c3ccd897a53b270,Saarbrücken,city
Österreich,AT,"Sankt Florian, Österreich","{'type': 'Feature', 'bbox': [14.292543, 48.1663953, 14.429655, 48.236082], 'properties': {}}",e3dd5dfcba691b51,Sankt Florian,city
Ungarn,HU,"Gyál, Magyarország","{'type': 'Feature', 'bbox': [19.1789797, 47.335477, 19.26146, 47.4030598], 'properties': {}}",406793880b29425e,Gyál,city
Ungarn,HU,"Lajosmizse, Ungarn","{'type': 'Feature', 'bbox': [19.44674, 46.959341, 19.682244, 47.120949], 'properties': {}}",0548ce179f9c6059,Lajosmizse,city
Ungarn,HU,"Csengele, Magyarország","{'type': 'Feature', 'bbox': [19.779985, 46.462648, 19.9377089, 46.578334], 'properties': {}}",497b67183eea57bc,Csengele,city
Rumänien,RO,"Dumbrava, România","{'type': 'Feature', 'bbox': [22.0698668, 45.7727676, 22.2112795, 45.8721845], 'properties': {}}",005042d027c01fd9,Dumbrava,city
Rumänien,RO,"Sibiu, România","{'type': 'Feature', 'bbox': [24.0630142, 45.7090624, 24.2445959, 45.8570943], 'properties': {}}",0054649438b66790,Sibiu,city
Deutschland,DE,"Wentorf bei Hamburg, Deutschland","{'type': 'Feature', 'bbox': [10.234507, 53.479553, 10.287133, 53.509029], 'properties': {}}",a31d36cf84ce68f9,Wentorf bei Hamburg,city
Deutschland,DE,"Karstädt, Deutschland","{'type': 'Feature', 'bbox': [11.550798, 53.071234, 11.852885, 53.244452], 'properties': {}}",8b76aad72f16b632,Karstädt,city
Deutschland,DE,"Kassel, Deutschland","{'type': 'Feature', 'bbox': [9.3502534, 51.260437, 9.5698463, 51.3688569], 'properties': {}}",2d03e3c8e578c744,Kassel,city
Deutschland,DE,"Eichenzell, Deutschland","{'type': 'Feature', 'bbox': [9.646332, 50.413098, 9.790845, 50.511095], 'properties': {}}",ee0d96639caa66df,Eichenzell,city
Deutschland,DE,"Groß-Rohrheim, Deutschland","{'type': 'Feature', 'bbox': [8.425677, 49.696766, 8.54105, 49.734639], 'properties': {}}",a1606dd1a6654e18,Groß-Rohrheim,city
Deutschland,DE,"Frankfurt am Main, Deutschland","{'type': 'Feature', 'bbox': [8.472715, 50.01552, 8.800496, 50.2269512], 'properties': {}}",c589d9d6ed38927c,Frankfurt am Main,city
Deutschland,DE,"Hünfeld, Deutschland","{'type': 'Feature', 'bbox': [9.619964, 50.59652, 9.854867, 50.742473], 'properties': {}}",3be50c4b8d119855,Hünfeld,city
Deutschland,DE,Invalidenpark,"{'type': 'Feature', 'bbox': [13.3762180358367, 52.5295009757554, 13.3762180358367, 52.5295009757554], 'properties': {}}",09529196be96e000,Invalidenpark,poi
Deutschland,DE,"Salzgitter, Deutschland","{'type': 'Feature', 'bbox': [10.230644, 52.013132, 10.507728, 52.222876], 'properties': {}}",e13707563e7e4b8e,Salzgitter,city
Deutschland,DE,"Hünfelden, Deutschland","{'type': 'Feature', 'bbox': [8.069947, 50.275059, 8.23322, 50.36012], 'properties': {}}",95bd7af553d1d2cc,Hünfelden,city
Deutschland,DE,"Gelnhausen, Deutschland","{'type': 'Feature', 'bbox': [9.1110785, 50.162906, 9.271535, 50.248862], 'properties': {}}",0eb6cdf1cc6b6f38,Gelnhausen,city
Deutschland,DE,"Potsdam, Deutschland","{'type': 'Feature', 'bbox': [12.887323, 52.34195, 13.168072, 52.514508], 'properties': {}}",659395aaea6aa724,Potsdam,city
Vereinigtes Königreich,GB,"Camberwell, London","{'type': 'Feature', 'bbox': [-0.1114755, 51.4194247, -0.0297308, 51.509947], 'properties': {}}",7f55e839e1715da2,Camberwell,city
Deutschland,DE,"Wuppertal, Deutschland","{'type': 'Feature', 'bbox': [7.011947, 51.1658468, 7.313467, 51.318064], 'properties': {}}",13dd00509ce43f07,Wuppertal,city
Deutschland,DE,"Düsseldorf, Deutschland","{'type': 'Feature', 'bbox': [6.688728, 51.124357, 6.939888, 51.352537], 'properties': {}}",b7d3c12268abd20e,Düsseldorf,city
Frankreich,FR,"Straßburg, Frankreich","{'type': 'Feature', 'bbox': [7.6881601, 48.4924213, 7.836256, 48.6461915], 'properties': {}}",0701e94ee168b555,Straßburg,city
Deutschland,DE,"Göttingen, Deutschland","{'type': 'Feature', 'bbox': [9.80043, 51.483171, 10.053668, 51.590803], 'properties': {}}",fcbb3c6e0a7eba22,Göttingen,city
Deutschland,DE,"Berlin, Deutschland","{'type': 'Feature', 'bbox': [13.088304, 52.338079, 13.760909, 52.675323], 'properties': {}}",3078869807f9dd36,Berlin,city
Deutschland,DE,"Hamburg, Deutschland","{'type': 'Feature', 'bbox': [8.4201604, 53.395118, 10.325199, 53.9646546], 'properties': {}}",5bcd72da50f0ee77,Hamburg,city
Deutschland,DE,"Woltershausen, Deutschland","{'type': 'Feature', 'bbox': [9.915581, 51.949352, 10.007175, 51.989634], 'properties': {}}",f24156a5e817c2d6,Woltershausen,city
Deutschland,DE,"Hannover, Deutschland","{'type': 'Feature', 'bbox': [9.604388, 52.305196, 9.918478, 52.454401], 'properties': {}}",48504653e183c91c,Hannover,city
Deutschland,DE,"Wolfsburg, Deutschland","{'type': 'Feature', 'bbox': [10.647127, 52.316098, 10.906867, 52.49509], 'properties': {}}",e117fce907c54997,Wolfsburg,city
Polen,PL,"Trzebinia, Polska","{'type': 'Feature', 'bbox': [19.3880472, 50.1327001, 19.488689, 50.2265705], 'properties': {}}",f9f2929b521a825d,Trzebinia,city
Polen,PL,"Alwernia gmina, Polska","{'type': 'Feature', 'bbox': [19.4618393, 50.0082402, 19.6290517, 50.118426], 'properties': {}}",fbb3ec63dd63fc31,Alwernia gmina,city
Polen,PL,"Kattowitz, Polen","{'type': 'Feature', 'bbox': [18.8911663, 50.1289725, 19.1228388, 50.297669], 'properties': {}}",0f2f2788e09b05b8,Kattowitz,city
Deutschland,DE,"Hagen, Deutschland","{'type': 'Feature', 'bbox': [7.375914, 51.2647261, 7.598893, 51.418588], 'properties': {}}",7033c3957c686132,Hagen,city
Deutschland,DE,"Wuppertal, Deutschland","{'type': 'Feature', 'bbox': [7.011947, 51.1658468, 7.313467, 51.318064], 'properties': {}}",13dd00509ce43f07,Wuppertal,city
Vereinigtes Königreich,GB,"Lambeth, London","{'type': 'Feature', 'bbox': [-0.15191, 51.410792, -0.078902, 51.509887], 'properties': {}}",4393349f368f67a1,Lambeth,city
Deutschland,DE,"Leverkusen, Deutschland","{'type': 'Feature', 'bbox': [6.899146, 51.011133, 7.116138, 51.097149], 'properties': {}}",4267d6645adb29a6,Leverkusen,city
Marokko,MA,"Asni, Royaume du Maroc","{'type': 'Feature', 'bbox': [-8.0335798, 31.0442724, -7.7996866, 31.2848103], 'properties': {}}",e9871089dcefd2c3,Asni,city
Marokko,MA,"Gueliz, Royaume du Maroc","{'type': 'Feature', 'bbox': [-8.0419658, 31.5941827, -7.9830226, 31.6987174], 'properties': {}}",2683bd79c2fe12a1,Gueliz,city
Österreich,AT,"Schwechat, Österreich","{'type': 'Feature', 'bbox': [16.4327106, 48.088982, 16.576842, 48.159012], 'properties': {}}",d62d58de815998db,Schwechat,city
Deutschland,DE,"Bremen, Deutschland","{'type': 'Feature', 'bbox': [8.481599, 53.011035, 8.990593, 53.228969], 'properties': {}}",5b1a29f98ababf57,Bremen,city
Deutschland,DE,"Schwanheide, Deutschland","{'type': 'Feature', 'bbox': [10.617708, 53.407739, 10.717848, 53.461086], 'properties': {}}",ceb5a131ed13b4ea,Schwanheide,city
Belgien,BE,"Eupen, Belgien","{'type': 'Feature', 'bbox': [6.0001035, 50.54802, 6.269653, 50.6729638], 'properties': {}}",7d4047b2cf41574b,Eupen,city
Deutschland,DE,"Düren, Deutschland","{'type': 'Feature', 'bbox': [6.385572, 50.7414142, 6.538382, 50.857613], 'properties': {}}",ce031cdd5d1ba3fe,Düren,city
Deutschland,DE,"Potsdam, Deutschland","{'type': 'Feature', 'bbox': [12.887323, 52.34195, 13.168072, 52.514508], 'properties': {}}",659395aaea6aa724,Potsdam,city
Deutschland,DE,"Stade, Deutschland","{'type': 'Feature', 'bbox': [9.373666, 53.538101, 9.550729, 53.691121], 'properties': {}}",466050130af5f336,Stade,city
Kanada,CA,"Montréal, Québec","{'type': 'Feature', 'bbox': [-73.972965, 45.410095, -73.473085, 45.705566], 'properties': {}}",36775d842cbec509,Montréal,city
Kanada,CA,"Ottawa, Ontario","{'type': 'Feature', 'bbox': [-76.353876, 44.961937, -75.246407, 45.5356446], 'properties': {}}",38d5974e82ed1a6c,Ottawa,city
Kanada,CA,Old Ottawa City Hall,"{'type': 'Feature', 'bbox': [-75.69386240573162, 45.439636228876864, -75.69386240573162, 45.439636228876864], 'properties': {}}",07d9caae25c82002,Old Ottawa City Hall,poi
Vereinigtes Königreich,GB,"Camden Town, London","{'type': 'Feature', 'bbox': [-0.213503, 51.512805, -0.105303, 51.572068], 'properties': {}}",5de8cffc145c486b,Camden Town,city
Deutschland,DE,Naturkundemuseum Potsdam,"{'type': 'Feature', 'bbox': [13.050795, 52.395904, 13.050795, 52.395904], 'properties': {}}",0952ac0472961000,Naturkundemuseum Potsdam,poi
Belgien,BE,"Brüssel, Belgien","{'type': 'Feature', 'bbox': [4.3139889, 50.7963282, 4.4369472, 50.9137064], 'properties': {}}",0653bb913c88c1ea,Brüssel,city
Belgien,BE,"Sint-Joost-ten-Node, België","{'type': 'Feature', 'bbox': [4.3557795, 50.8471382, 4.3848888, 50.8602093], 'properties': {}}",84842ed3e85174a1,Sint-Joost-ten-Node,city
Vereinigtes Königreich,GB,"City of London, London","{'type': 'Feature', 'bbox': [-0.112442, 51.5068, -0.0733794, 51.522161], 'properties': {}}",3eb2c704fe8a50cb,City of London,city
Deutschland,DE,"Holle, Deutschland","{'type': 'Feature', 'bbox': [10.065086, 52.041417, 10.2030242, 52.138528], 'properties': {}}",de2ae62756802d09,Holle,city
Deutschland,DE,"Neuruppin, Deutschland","{'type': 'Feature', 'bbox': [12.658709, 52.792024, 12.986578, 53.097841], 'properties': {}}",667b9becb444647d,Neuruppin,city
Vereinigtes Königreich,GB,"North East, England","{'type': 'Feature', 'bbox': [-2.6896487528799, 54.4511368492598, -0.789589998657534, 55.8116995493485], 'properties': {}}",67bc7263f7b9047b,North East,admin
Vereinigtes Königreich,GB,"Newcastle Upon Tyne, England","{'type': 'Feature', 'bbox': [-1.6937923, 54.960055, -1.596931, 55.0240558], 'properties': {}}",6dd4aeb802da9f28,Newcastle Upon Tyne,city
Vereinigtes Königreich,GB,"North West, England","{'type': 'Feature', 'bbox': [-3.64063699761414, 52.9471313094526, -1.90962598338825, 55.1888787527094], 'properties': {}}",0cbfb5dccb8131b8,North West,admin
Vereinigtes Königreich,GB,Vereinigtes Königreich,"{'type': 'Feature', 'bbox': [-8.662663, 49.1626564, 1.768926, 60.86165], 'properties': {}}",6416b8512febefc9,Vereinigtes Königreich,country
Vereinigtes Königreich,GB,"London, England","{'type': 'Feature', 'bbox': [-0.187894, 51.483718, -0.109978, 51.5164655], 'properties': {}}",457b4814b4240d87,London,city
Vereinigtes Königreich,GB,"Lambeth, London","{'type': 'Feature', 'bbox': [-0.15191, 51.410792, -0.078902, 51.509887], 'properties': {}}",4393349f368f67a1,Lambeth,city
Vereinigtes Königreich,GB,"Paddington, London","{'type': 'Feature', 'bbox': [-0.2160701, 51.5098789, -0.1301597, 51.5397916], 'properties': {}}",56c45474148ca4da,Paddington,city
Vereinigtes Königreich,GB,"England, Vereinigtes Königreich","{'type': 'Feature', 'bbox': [-6.3651943, 49.8825312, 1.768926, 55.8116485], 'properties': {}}",8ef32ff56ef11c22,England,admin
Vereinigtes Königreich,GB,"London, England","{'type': 'Feature', 'bbox': [-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432], 'properties': {}}",5d838f7a011f4a2d,London,admin
Vereinigtes Königreich,GB,"Islington, London","{'type': 'Feature', 'bbox': [-0.1420579, 51.5185518, -0.076305, 51.575301], 'properties': {}}",544762ebf7fda780,Islington,city
Vereinigtes Königreich,GB,"Camden Town, London","{'type': 'Feature', 'bbox': [-0.213503, 51.512805, -0.105303, 51.572068], 'properties': {}}",5de8cffc145c486b,Camden Town,city
Vereinigtes Königreich,GB,"Chestfield, England","{'type': 'Feature', 'bbox': [0.968336, 51.334067, 1.078611, 51.368674], 'properties': {}}",4cca6d68d3e53bb2,Chestfield,city
Vereinigtes Königreich,GB,"South West, England","{'type': 'Feature', 'bbox': [-6.36850399906372, 49.8824720005481, -1.48573420014269, 52.1125420344225], 'properties': {}}",25d3e991f5637f5a,South West,admin
Vereinigtes Königreich,GB,"Tottenham, London","{'type': 'Feature', 'bbox': [-0.170246, 51.564585, -0.034078, 51.6112184], 'properties': {}}",06b9691f34c91d1c,Tottenham,city
Vereinigtes Königreich,GB,"Hackney, London","{'type': 'Feature', 'bbox': [-0.104501, 51.518605, -0.015834, 51.5766844], 'properties': {}}",2a3f152d1ac5044a,Hackney,city
Vereinigtes Königreich,GB,"Wandsworth, London","{'type': 'Feature', 'bbox': [-0.259465, 51.417277, -0.127974, 51.486036], 'properties': {}}",460c5314e8a33c64,Wandsworth,city
Österreich,AT,"Wien, Österreich","{'type': 'Feature', 'bbox': [16.18218, 48.117666, 16.577511, 48.322574], 'properties': {}}",9f659d51e5c5deae,Wien,city
Ungarn,HU,"Budapest, Ungarn","{'type': 'Feature', 'bbox': [18.925169, 47.3494477, 19.3344868, 47.613013], 'properties': {}}",e52e231315b975c1,Budapest,city
Niederlande,NL,"Amsterdam, Niederlande","{'type': 'Feature', 'bbox': [4.7288999, 52.2782266, 5.0792072, 52.4312289], 'properties': {}}",99cdab25eddd6bce,Amsterdam,city
Belgien,BE,"Namur, Belgien","{'type': 'Feature', 'bbox': [4.7231471, 50.3874775, 4.9842176, 50.5312656], 'properties': {}}",6c3a902d8cc0b4ee,Namur,city
Belgien,BE,"Elsene, België","{'type': 'Feature', 'bbox': [4.347341, 50.8007214, 4.4033873, 50.8406204], 'properties': {}}",3060d31f8bf75f53,Elsene,city
Frankreich,FR,"Paris, Frankreich","{'type': 'Feature', 'bbox': [2.2241006, 48.8155214, 2.4699053, 48.9021461], 'properties': {}}",09f6a7707f18e0b1,Paris,city
Schweiz,CH,"Klosters-Serneus, Schweiz","{'type': 'Feature', 'bbox': [9.793044, 46.763, 10.096723, 46.92192], 'properties': {}}",c57b26697d60d3df,Klosters-Serneus,city
Schweiz,CH,"Davos, Schweiz","{'type': 'Feature', 'bbox': [9.669419, 46.670387, 9.96734, 46.8596105], 'properties': {}}",dc4e13302cc5ef12,Davos,city
Niederlande,NL,"Amsterdam, Niederlande","{'type': 'Feature', 'bbox': [4.7288999, 52.2782266, 5.0792072, 52.4312289], 'properties': {}}",99cdab25eddd6bce,Amsterdam,city
Belgien,BE,NATO Headquarters,"{'type': 'Feature', 'bbox': [4.426095485687256, 50.88013113608481, 4.426095485687256, 50.88013113608481], 'properties': {}}",0ff5dc3a2f141000,NATO Headquarters,poi
Vereinigte Staaten,US,Monterey Bay Aquarium,"{'type': 'Feature', 'bbox': [-121.90172040845883, 36.617989505774766, -121.90172040845883, 36.617989505774766], 'properties': {}}",07d9ec7745886000,Monterey Bay Aquarium,poi
Vereinigte Staaten,US,"Davis, CA","{'type': 'Feature', 'bbox': [-121.803252, 38.526843, -121.675074, 38.590264], 'properties': {}}",1994142e26ba7127,Davis,city
Vereinigte Staaten,US,"Davis, CA","{'type': 'Feature', 'bbox': [-121.803252, 38.526843, -121.675074, 38.590264], 'properties': {}}",1994142e26ba7127,Davis,city
Vereinigte Staaten,US,"Queens, NY","{'type': 'Feature', 'bbox': [-73.962582, 40.541722, -73.699793, 40.8000371], 'properties': {}}",00c39537733fa112,Queens,city
Vereinigte Staaten,US,"Manhattan, NY","{'type': 'Feature', 'bbox': [-74.026675, 40.683935, -73.910408, 40.877483], 'properties': {}}",01a9a39529b27f36,Manhattan,city
Vereinigte Staaten,US,Manhattan College,"{'type': 'Feature', 'bbox': [-73.90079225948378, 40.88977398254432, -73.90079225948378, 40.88977398254432], 'properties': {}}",07d9ec8c77084003,Manhattan College,poi
Vereinigte Staaten,US,"New York, USA","{'type': 'Feature', 'bbox': [-79.76259, 40.477383, -71.777492, 45.015851], 'properties': {}}",94965b2c45386f87,New York,admin
Vereinigte Staaten,US,"Central Park, Manhattan","{'type': 'Feature', 'bbox': [-73.981551, 40.764295, -73.949245, 40.800611], 'properties': {}}",789dde4e047e6079,Central Park,neighborhood
Vereinigte Staaten,US,"Vacaville, CA","{'type': 'Feature', 'bbox': [-122.0327579, 38.308561, -121.911095, 38.417127], 'properties': {}}",50df1c2f85d2654d,Vacaville,city
Vereinigte Staaten,US,"Roseville, CA","{'type': 'Feature', 'bbox': [-121.385009, 38.716061, -121.216452, 38.8102595], 'properties': {}}",38109314e8d0ee2f,Roseville,city
Vereinigte Staaten,US,"Dixon, CA","{'type': 'Feature', 'bbox': [-121.862342, 38.421895, -121.805679, 38.473182], 'properties': {}}",0941c439c73f4f7b,Dixon,city
Vereinigte Staaten,US,"Brooklyn, NY","{'type': 'Feature', 'bbox': [-74.041878, 40.570842, -73.855673, 40.739434], 'properties': {}}",011add077f4d2da3,Brooklyn,city
Vereinigte Staaten,US,"California, USA","{'type': 'Feature', 'bbox': [-124.482003, 32.528832, -114.131212, 42.009519], 'properties': {}}",fbd6d2f5a4e4a15e,California,admin
Vereinigte Staaten,US,"Shingle Springs, CA","{'type': 'Feature', 'bbox': [-120.970196, 38.635776, -120.887823, 38.685987], 'properties': {}}",03d08ce786904711,Shingle Springs,city
